"","GSM1301444","GSM1301445","GSM1301446","GSM1301447","GSM1301448","GSM1301449","GSM1301450","GSM1301451","GSM1301452","GSM1301453","GSM1301454","GSM1301455","GSM1301456","GSM1301457","GSM1301458","GSM1301459","GSM1301460","GSM1301461","GSM1301462","GSM1301463","GSM1301464","GSM1301465","GSM1301466","GSM1301467","GSM1301468","GSM1301469","GSM1301470","GSM1301471","GSM1301472","GSM1301473","GSM1301474","GSM1301475","GSM1301476","GSM1301477","GSM1301478","GSM1301479"
"CCR6",11.410471,9.464191,9.606638,10.548371,9.837727,9.433643,10.848927,11.469128,9.803104,6.894228,9.943516,11.188867,10.598779,10.886009,9.926731,8.109657,9.60243,10.419259,12.072533,12.098137,12.306487,11.324978,10.776936,11.547107,12.040799,8.847441,11.917255,11.452919,11.99375,12.340681,11.968141,9.708196,11.190226,11.366309,11.159929,11.983145
"RARRES2",11.865706,11.894867,11.026913,12.18847,10.881883,13.058555,9.825702,13.627985,13.012588,13.250432,12.133072,11.005883,7.951315,11.73603,9.253564,11.007446,13.315453,13.365601,13.754438,13.326446,13.387624,13.522972,13.354864,13.620564,13.313509,12.308873,13.728986,12.964517,13.753202,13.675608,13.909172,13.133934,13.322421,13.317282,11.919435,13.260889
"C12orf54",8.679582,10.72344,10.363685,10.035521,11.842615,12.000595,10.015082,9.886838,9.154098,7.3265576,6.466111,7.7576885,5.531065,8.997851,9.65614,10.257215,9.519486,7.691502,7.62557,7.506877,8.109657,6.804253,8.107637,6.8934236,6.2500834,6.986507,7.8049064,7.92246,6.8300233,7.1272893,7.4926014,8.996771,7.534253,7.3684444,6.6377115,6.9503255
"LOC643733",11.420971,10.129382,9.78924,11.333375,9.982522,10.595272,9.042218,11.339157,11.099765,8.743878,11.209866,11.571104,11.601968,11.741258,10.837313,9.370915,10.307595,11.229841,11.993979,11.31015,11.632169,11.590487,11.205685,11.457501,11.638249,10.626067,11.85509,11.639891,11.687371,12.146825,11.940594,12.446663,11.612639,11.511774,11.224462,12.307596
"CCDC40",5.2712014,6.4091959,5.79332615,4.91335535,6.43311645,4.466295,5.99312165,4.4411557,5.0686765,7.81904675,6.84333085,6.31501265,4.02560055,4.9614595,6.2847833,5.79540285,6.3608097,6.15544605,7.095942,7.8377425,8.2844145,6.82871225,8.972556,4.37777435,6.6813873,7.34008175,7.84402285,7.3097725,6.36696025,6.56880485,6.1839633,6.3041158,7.7745765,8.1472968,6.990621,7.58412735
"CMTM8",9.172689,10.803269,10.505324,9.625718,7.7119265,9.97383,9.075652,9.603891,9.521551,10.410933,11.439789,9.198546,8.843777,9.170882,9.185904,10.171898,8.4693775,9.752312,10.785668,10.456772,10.7027235,10.929433,10.839472,9.882658,9.773415,11.212498,10.658566,9.508112,10.892395,10.691701,10.143685,10.721386,11.26393,10.595272,10.4663925,11.440023
"SERPINB7",7.269078,6.4343386,6.8756294,5.7854147,7.366259,9.340315,9.623105,8.297964,9.268645,6.842682,8.728864,6.936568,9.265924,5.6602025,9.524433,10.4991865,8.205027,7.0323086,9.746216,11.458353,11.012867,9.527566,9.177376,10.05805,9.547931,7.243479,9.854243,10.24438,10.430331,10.817318,10.381719,9.577798,11.217355,10.502093,6.615846,9.326845
"LINC00319",3.4970248,4.671766,7.2560472,3.8681777,6.0377827,5.5209837,5.7479115,4.8796997,5.5513883,4.063242,5.7146616,6.9445443,2.6875768,5.9716806,6.2831874,5.9557834,4.608053,4.937349,2.6583579,3.4489298,4.695764,3.8127542,4.2613473,2.6605194,4.3685093,3.296744,3.1212292,4.0454845,3.3787389,3.0244055,3.2110794,3.3894598,2.6438515,6.376344,5.1256824,3.345686
"KIAA2022",2.9181305,2.72750295,2.7696515,3.0923169,2.73579165,3.2172432,6.44189815,6.5549173,2.926473,2.7571445,4.052542,8.765088,2.82485015,3.5045306,2.68752615,2.8287158,2.6832003,2.6161128,5.5252397,6.34794,5.7150825,6.143028,6.33542945,2.70680845,5.6905635,7.361246,6.2863727,5.5589122,6.342598,5.93922855,5.3710179,6.17515775,7.3274865,6.0328343,2.85825275,5.98337005
"MAP4K1",12.029962,10.531398,9.885252,12.03867,10.391513,11.204536,9.883934,11.909134,10.498734,8.60542,11.1457405,11.5875,11.420426,11.9513445,11.093923,8.521972,10.816743,11.469702,12.388704,12.0379305,12.104779,12.205327,12.241265,12.594899,12.618274,9.310366,12.351993,12.401242,12.639157,12.591012,12.262442,11.275906,12.116047,12.209441,12.554662,12.658495
"RIMBP2",7.402405,6.53487075,6.8968885,6.4920895,8.4326872,7.52049915,7.2964145,6.9967172,7.44738475,7.3460023,9.8032795,7.317789,6.1144997,8.263745,8.290565,6.27442575,6.68111585,6.801265,7.18311685,5.8619277,5.748306,6.666449,5.9285741,6.91949235,5.7142999,6.745326,6.19928915,7.1544118,5.363816,6.14932775,6.192577,7.0522135,5.87988515,6.027679,6.1569989,5.95152885
"USP41",10.337292,10.682875,10.505147,9.758385,8.666006,9.9969425,9.93353,9.286843,9.868895,10.103378,9.285248,10.185197,12.258593,10.68408,9.902228,10.084009,8.507689,9.503336,7.579812,7.985535,8.519047,8.572195,8.439516,10.182715,7.962539,7.7551966,8.058169,9.287313,7.6737185,8.112617,8.120666,12.796224,8.370789,8.108302,6.820445,7.906582
"ZNRF3",9.6055255,10.1911855,10.294985,10.511556,10.415609,10.1650705,10.380466,9.637482,9.694597,11.8246885,10.0089925,9.640498,5.4774505,9.8267295,10.4486885,10.1618425,10.073768,9.0487885,7.77417775,8.233249,8.26676385,9.3873175,9.033539,7.578777,8.0506598,9.852058,8.357186,8.845035,7.9638815,8.01466115,8.50581385,9.2141495,8.235759,8.36102725,8.9916195,8.361836
"LOC100289090",11.0029955,9.558776,8.806796,10.28787,8.233946,11.076769,8.144213,11.823907,9.287313,7.0778933,9.952064,10.15433,11.5027075,10.560911,10.655474,7.908031,8.79527,11.663249,12.864091,11.631943,10.523894,11.0029955,11.347366,10.0894785,11.46564,10.017887,13.502658,13.007017,11.277575,12.58458,11.40632,12.518897,10.276534,12.150656,11.3022995,10.614101
"ANKRD44",8.79021715,7.6715691,7.1536875,8.7088445,7.63770825,6.940349,7.4917505,8.58842475,7.472441,5.68235765,7.6749938,8.620533,9.7379665,8.719794,8.0103163,6.41638025,7.7692662,8.5447225,9.873178,9.3260845,9.8022805,9.065199,8.7528725,8.9354905,9.574466,6.75679385,9.778387,9.3804525,9.6291325,9.529066,9.18639815,7.8917389,8.92079725,9.04417825,8.80057,9.28347
"IGF1",6.836716575,6.64854825,7.072275675,7.192038175,5.849620225,7.533908675,5.97763425,8.503682425,8.369823575,7.01435035,8.112935325,7.027564625,7.794381775,6.3952263,6.45552205,8.29801365,6.34265205,8.932335625,8.405314625,8.681913875,8.457907625,8.447111075,8.30969565,7.945983675,8.236226275,10.65366075,8.63746425,8.034184875,8.5936399,8.316672675,7.5159304,8.6284991,6.7285039,8.15264,9.330402625,8.722862175
"ZAP70",12.8886485,11.8835195,11.6874055,13.344222,11.77129225,12.87424,11.143757,12.974082,12.075135,9.8574055,12.3049005,12.6864535,12.66509475,13.800406,12.654326,10.1174665,12.1253105,12.787489,14.1317015,13.147046,13.4341895,13.975906,14.383914,13.5742695,13.9975165,11.0179785,13.3673485,13.5583935,13.690696,13.031414,13.375136,13.3577965,13.6614075,13.4493305,12.9147935,13.860363
"TMEFF1",5.7589993,6.034322,5.6873126,5.9108195,6.2622776,6.3643727,7.4616685,5.6433935,7.467688,11.352065,6.3998976,7.9327273,7.8085256,6.7130795,7.4498496,6.8394265,6.846992,6.0255637,4.153444,6.101905,5.3466487,5.1422944,4.9469976,6.004006,6.0785556,5.8998356,5.1498904,5.581128,4.870306,5.802133,5.278927,4.911453,5.7386513,4.7643027,6.9133763,4.7934537
"SIT1",11.224462,9.157358,9.847102,10.902031,10.570056,10.572372,9.775588,10.874945,9.743521,7.6927147,10.604207,11.04454,10.73214,11.385147,10.690468,8.207161,10.506101,10.997835,11.986161,11.69833,12.019934,12.058991,12.504341,12.354089,12.453012,9.499996,11.402921,11.918375,11.38676,11.303143,10.885437,9.104159,12.211178,12.097512,12.047818,12.412728
"ASPG",7.0100727,11.108877,10.871569,6.605689,7.042941,8.439516,7.5143065,7.5422335,12.000008,7.91184,9.135783,7.508755,6.8102107,5.564859,6.5980287,13.361697,6.889933,9.581002,10.0123005,11.731251,11.365235,11.169465,11.123243,10.508932,11.037468,9.236065,10.971546,10.8234,12.116245,11.602485,11.549044,9.429704,11.781254,12.113368,7.333714,10.991882
"LOC100128511",3.7971766,4.480696,3.7397032,5.176448,2.8082793,6.4381237,6.3275814,2.8024037,4.1893525,4.1628213,5.7117534,3.0484514,2.8283374,2.773832,2.7391145,6.2468843,3.225519,5.736087,5.4412456,6.3148456,6.4893446,6.0213113,7.9477773,3.110715,4.794028,7.4161043,6.1903925,5.8620787,5.7437468,4.6890783,6.0424347,6.744402,5.25331,7.04348,5.7140274,6.510574
"KMO",10.0316383333333,8.25105633333333,7.75332493333333,9.20660453333333,8.028184,8.65891966666667,8.70326873333333,9.13520533333333,7.99433933333333,6.2694633,9.02875946666667,9.30737283333333,11.0509036666667,9.409473,7.98767476666667,7.89149633333333,9.36560513333333,9.1482607,10.1431511333333,10.1201553333333,9.98023356666667,10.3429184666667,9.52780966666667,10.2008806666667,10.5419406666667,7.41284666666667,10.567147,9.95316846666667,9.87149116666667,10.9499286666667,10.5216566666667,9.1422239,9.9975088,10.3976258,9.945462,10.6952592333333
"PARVG",12.206737,10.736068,10.411985,12.044227,10.774072,11.929826,10.209516,11.908004,10.774328,9.165355,10.867482,11.542316,11.648392,11.815857,10.112041,8.715417,11.185374,11.72039,12.570612,12.17618,12.24562,12.755731,12.743407,12.246694,12.930883,9.444817,12.308599,12.388704,12.53401,12.4706335,12.260211,11.922033,12.256134,12.582516,11.715208,12.304484
"CAMK1G",7.0800272,7.2792272,7.9386095,7.90872385,6.7060695,7.1203335,7.1744675,7.1050797,7.67461065,5.9946597,6.41407395,6.9964698,10.76682,7.1927545,6.72395535,7.64190585,7.597296,6.82456485,6.3149567,5.90781565,5.93757975,6.77027925,5.92400725,6.511582,6.331803,6.5386062,5.32598165,5.92912,6.1117196,6.28701495,6.943784,6.5232561,6.98020265,6.4116101,4.40261385,6.32122425
"FCHO1",11.517904,11.14913,10.680071,11.780737,10.350771,10.999085,9.925788,11.622356,10.936101,9.3329735,10.922237,10.986946,11.346797,11.3644085,10.662161,9.164698,10.523652,10.942192,12.288894,11.678428,11.936191,12.458604,12.275207,12.074502,12.504668,9.184883,11.792672,11.8609085,12.123482,12.246694,12.07136,10.705311,12.078873,12.109995,11.809149,11.85509
"LRP12",8.743924,8.255552,9.369903,9.892848,10.12216,9.905175,11.93572,9.1074025,9.995713,11.7532525,7.90689325,10.992802,12.013752,8.408467,10.273119,10.4394875,10.2673025,9.380458,8.1140175,8.552568,8.49097775,8.356791,8.4569715,8.157744,8.345682,11.210114,8.5592025,8.614641,8.2068755,8.1967235,8.59627,9.028784,8.43347,8.14704,7.3774042,8.5941415
"CDH19",3.7946793,4.40291815,4.3999321,4.98214855,3.81331755,3.6078157,3.756872,4.98089725,4.0701319,3.828745,4.40052235,4.2408958,3.7720599,4.28778845,5.223286,4.31707925,5.3992403,4.9441005,4.748014,4.99113525,5.56650795,4.63706195,5.6398775,4.91965785,4.69035795,8.0986205,5.54635175,5.05363015,5.06366645,4.95083235,5.5905868,6.76822615,4.7408113,5.1417956,4.5518315,6.260016
"LPAR1",7.0693913,7.3080297,5.2617397,7.442137,7.487434,8.141011,7.7485204,8.349003,7.8119454,8.122666,7.0087724,8.31395,9.177537,7.395943,8.646435,7.936418,8.289596,8.043429,9.011695,9.276018,9.134825,8.189028,8.384266,8.836545,9.201694,9.385783,8.972262,8.532566,8.984877,8.61177,9.035609,10.109783,9.763173,8.517482,6.563775,8.919581
"PKP3",13.281099,15.4949255,15.697111,14.054228,14.388564,13.540469,15.326998,13.143066,16.270763,14.595045,14.041028,14.12303,9.709769,14.023579,15.6753235,17.722675,14.624797,14.830565,11.5483,12.983405,13.121103,13.11833,13.623324,12.330151,11.700599,12.434143,12.585831,13.625145,12.758625,12.273724,12.771297,13.884738,12.6958885,13.29486,10.974085,12.89041
"ZNF831",11.1388855,9.727889,9.137435,11.627569,9.779271,10.590597,9.347786,11.349316,10.099545,7.937209,10.871808,11.045979,11.308865,11.319662,10.308792,7.9293585,10.276799,11.549262,12.283659,11.738375,11.641835,11.601968,11.370864,11.832473,12.011218,9.645323,11.822894,11.623359,12.0929,11.964175,11.603211,10.087968,11.864229,11.5027075,12.107693,12.127389
"SLC38A11",6.6133885,5.1467967,5.2813144,4.3843875,3.2867424,2.8596244,5.2366033,6.6451883,5.3247147,4.128615,5.003092,5.5296593,2.7270937,4.238713,6.170594,6.6892276,4.9090157,6.1179037,5.9531484,6.783294,7.127742,6.1242886,6.8226733,5.7741585,6.81208,6.6205573,8.08574,5.732363,5.8204255,5.7476454,8.363412,7.368685,5.6179676,6.9898496,4.546517,8.393913
"WNT16",3.736512,2.9034848,2.7075298,2.7125776,2.675494,7.536333,2.7593076,4.3859677,2.9782465,2.836597,4.888787,4.88594,2.8662765,4.276061,2.7623355,4.8002887,2.746365,2.6877983,5.155821,5.174353,5.508235,5.6965685,5.256217,3.3279252,6.226239,6.4240003,6.5990467,4.946637,6.1614943,6.9598694,6.126732,2.9304585,5.278927,5.357562,3.1738021,5.407337
"HOXA11-AS1",6.7378426,9.570524,7.800867,5.8646035,3.4784648,7.7554607,6.600153,6.216541,2.8010123,9.426359,10.409219,6.481315,2.725527,5.763931,7.3551965,5.133893,5.217634,7.511333,3.7411125,7.3175073,4.1562314,6.5033264,2.6727214,4.1567383,3.7981381,3.3916638,3.3076644,4.9362783,3.3437297,3.954309,3.6241593,2.9753828,2.7656255,3.7455952,5.201038,3.4116478
"MARK1",9.450548,12.3683165,11.1227545,10.5462095,11.6488665,10.4384075,11.4703105,9.333666,8.8659365,10.76007625,10.164345,11.37476,4.811797,9.712007,11.310514,11.083138,10.766419,8.7888043,8.3033392,8.909502,8.6400323,8.33757825,8.70903,7.82276085,8.38659015,8.89130535,8.86118225,9.3287265,8.6804642,8.85383245,8.8391615,8.3453093,8.39976135,8.6497369,7.161685,8.16991495
"ESR2",7.257598,4.857256,6.080044,6.0650215,5.983287,8.15472,5.4231114,6.084841,6.097253,4.0597935,5.9848223,6.268169,5.8646035,6.051669,5.8867497,5.3071856,6.0108175,6.5810575,7.1716256,6.6507344,7.144126,6.748949,7.2406387,7.1235676,7.733392,5.3214207,6.9377475,7.097828,6.6318274,7.577714,7.0820456,6.507045,6.8516245,7.0214887,8.183367,7.679519
"RAPGEFL1",8.250018,10.50111,10.468793,9.101583,11.156293,9.205288,9.511231,9.426,9.294805,9.020502,8.284687,8.420637,7.2970195,8.351291,9.659674,10.412716,8.970666,8.050055,8.384266,8.2645035,8.236259,8.426933,9.17562,7.7275467,7.290093,7.4532747,8.613727,8.208793,7.932385,7.848828,7.7096357,8.264758,7.9677124,8.612412,7.6153793,8.070874
"ARHGAP44",8.2067015,8.0526707,7.8575558,7.9303067,7.3063954,8.3853636,7.60994185,8.6275345,9.06131515,7.86097025,8.34416675,7.7362145,7.37362175,7.63695825,7.9186735,7.3965068,8.31063,9.08395075,8.869817,9.4916895,8.778251,8.82600765,9.210287,7.99323375,8.9450755,9.603362,8.905951,7.762463,9.4222985,9.49452585,9.0987538,9.479919,8.5295265,8.78901885,12.59811325,8.83150015
"ADH7",4.790919,6.495129,6.3858447,3.6755176,6.2503376,5.887346,7.7548013,4.959909,8.57578,5.0841284,8.421858,7.1576934,3.9151952,4.3094497,6.3659043,12.341987,5.369215,8.03133,8.884204,8.734648,10.462694,7.467688,9.663559,5.4685593,6.981096,10.231414,10.6648855,8.12582,7.733392,9.142867,9.299162,9.442839,8.205027,9.433643,9.300683,10.079926
"GIMAP7",13.849817,12.7176285,11.852996,14.23314,12.3798065,13.627985,11.982612,13.9462805,13.155813,10.600498,13.91799,13.8703165,14.514584,14.758291,13.195433,11.843442,12.898472,14.173082,15.052389,14.567156,14.4666195,14.690163,14.415562,14.034415,14.343609,13.362168,14.784697,14.505723,14.562142,14.341971,14.645098,15.2647505,14.989862,14.270728,12.934981,14.306591
"LOC100129434",9.786835,8.416581,7.755004,8.6821375,7.368981,8.134406,7.126254,8.529525,7.672385,7.2618723,8.984215,8.0177555,8.227347,7.76867,7.2913885,6.8934236,7.802433,8.667494,9.912711,9.47455,10.046141,6.6414084,8.90075,11.159657,9.008274,6.9201922,9.58881,9.3274355,9.003524,11.210844,10.33496,8.0392685,9.271405,10.365307,10.948354,11.595923
"CCDC28B",11.040645,12.997581,11.782698,11.609732,10.6550045,10.6591015,11.778065,10.668922,11.208239,12.097811,11.502435,12.586482,9.515969,12.659506,11.226328,10.797859,11.309902,10.7965,10.082597,10.018321,9.72413,10.811376,10.217079,10.847715,11.055508,12.124307,10.199166,10.064516,10.267911,10.574796,10.420239,8.892294,10.174099,10.104483,10.080175,10.227562
"RIN1",8.8046,10.490332,10.267911,9.231405,9.309655,9.545363,8.438363,9.125576,10.946086,9.9077835,9.439561,8.941812,8.977101,10.615789,11.373258,11.4707775,8.999036,8.467323,8.514205,8.380899,8.431174,8.810308,9.348944,8.964003,8.404111,8.78406,8.584448,9.307758,8.767945,8.322161,8.774864,9.149957,8.811151,8.564274,8.001453,8.31157
"SLC40A1",12.196594,11.358533,9.980552,13.363442,10.582816,13.2861,11.830039,14.331344,12.463642,12.057987,13.561654,12.750745,11.388644,11.963918,10.027929,11.586971,10.931583,13.90184,13.06556,13.403122,14.080283,13.831488,13.77657,12.401242,13.375558,13.115056,13.954902,13.581377,13.967207,12.532458,14.575924,12.570315,13.000522,13.981024,14.263087,13.08438
"HMGA2",5.33237885,9.6165663,6.00792985,8.6563168,5.80922775,5.84619545,7.5162168,9.1247245,7.55120115,6.8102225,8.50622515,6.41688925,6.4331679,5.25024625,6.8042634,8.6977913,9.31461865,5.50335025,5.62210975,5.9183785,5.79124825,5.56582065,6.2463125,5.418366,4.4141778,4.64728465,5.7332178,6.06909935,5.76864505,5.6016125,5.6563945,6.19141965,6.32244445,6.19467285,5.3151348,5.2888747
"PRB1",3.5836992,3.491059,2.7672062,2.816978,3.2802954,4.2138247,3.003927,3.0867367,3.730468,3.4726892,3.0820189,3.912964,3.13088,3.3537893,6.8224034,5.197557,4.0040545,3.1679049,4.383209,8.534921,8.514834,5.1814256,5.3273597,4.9534855,6.703441,14.692757,3.4712849,6.28453,7.019975,7.8639193,3.5945768,13.538523,5.4688535,6.1575384,3.7246213,13.519309
"FANCI",10.7798646666667,11.9244753333333,11.521965,11.248782,10.0484528333333,10.7820618333333,10.9212503333333,10.7749376666667,11.0824853333333,11.8361176666667,11.3244848333333,10.686661,9.79030466666667,10.8293156666667,11.5955853333333,10.98703,11.3329303333333,10.302716,10.0785804333333,9.93652053333333,9.64299933333333,10.0846051333333,9.472603,11.3462666666667,10.9010606666667,7.45416483333333,10.3103591,10.2783786,9.96566666666667,10.490925,9.786762,9.4115899,9.6167111,9.74619766666667,11.3055276666667,9.82799066666667
"CNGA3",2.909664,3.431613,3.6640701,2.79401,2.7262616,4.4583035,3.028189,2.9222844,3.612944,3.2749913,3.0940382,3.2417276,4.674525,3.3369029,3.4475818,5.3448415,2.7881582,3.264246,4.378107,5.0790925,5.4450355,4.6623197,6.7671585,3.8330789,3.910603,4.1145897,4.1119533,3.7553785,3.8665354,4.0825453,3.7776759,3.8127542,4.529005,6.339806,4.83074,4.5963507
"FAM83B",6.362812,8.136951,8.724884,6.4699006,8.58269,6.741215,8.584448,6.528935,8.7052555,7.0403967,4.500712,7.6357617,2.8545322,7.3618355,8.313285,9.4816265,6.901402,5.7111278,5.1581297,5.635667,4.9670434,5.5088696,5.4116783,4.6709337,4.718522,5.4217625,5.18488,6.1482615,5.804156,5.3701644,5.552884,7.9577103,5.071391,5.3697963,3.9251025,4.512506
"COL17A1",11.270206,10.582367,13.1264725,9.7497345,13.8088745,12.036548,14.052208,9.9544975,13.23576325,9.976158,8.7441867,13.465027,8.9146755,10.893791,13.7007755,14.463089,11.24302,9.38293925,8.3000168,10.10520025,9.5991285,9.404414,9.7069525,9.7236685,8.78899575,9.1509865,9.988517,11.1552985,9.373642,9.19882325,10.0646875,11.042746,9.506376,9.705989,7.2292402,9.57910275
"PCSK6",7.02387633333333,8.73867,7.6692478,7.34363033333333,8.42446766666667,7.17714233333333,7.079262,6.51763976666667,7.79532646666667,8.82592636666667,8.55671276666667,6.201223,5.77745523333333,7.15856533333333,5.40808103333333,8.41438646666666,8.82903856666667,6.31214383333333,5.1232354,5.75805026666667,6.1444915,7.50462733333333,6.8990092,5.82786656666667,5.6816799,7.700785,6.69497343333333,6.0267194,5.56479863333333,4.8790443,5.79740573333333,6.53647466666667,5.97030076666667,5.51980546666667,6.66113396666667,5.8715135
"FUCA1",14.861567,13.238446,12.063058,14.633372,12.395774,14.00633,14.020679,15.65195,13.38202,12.843784,14.148581,13.673836,14.371527,14.868696,12.566514,12.71945,14.263995,15.171112,15.5625725,15.391791,14.741476,15.222428,14.183319,15.99248,16.327555,13.515557,14.912248,14.752379,15.728685,15.066749,15.300577,13.9013195,15.073328,15.177677,15.089644,14.762207
"DLX2",5.49007083333333,4.72790083333333,5.56278486666667,4.77853183333333,5.43326366666667,6.7791501,6.13709543333333,4.75758753333333,5.12961246666667,5.54291503333333,7.73030656666667,4.43884426666667,4.6492161,4.3910192,4.8039309,6.52705066666667,6.83326476666667,7.02645753333333,4.68080753333333,4.9149341,4.511837,4.1452367,4.64826146666667,4.4753726,4.1554566,4.56981883333333,4.24105363333333,4.7163315,4.40296896666667,4.44382866666667,4.902105,4.54065133333333,4.86816883333333,5.06289266666667,4.68357713333333,4.36022646666667
"PHEX",6.5233684,5.5408177,5.129958,6.3487797,4.258956,5.4915805,6.14168,6.455113,7.2344027,5.817442,7.1159043,7.045905,7.9339104,4.0459013,6.1436915,7.9151225,5.072691,6.7045975,8.3018465,6.951106,8.282483,7.8490953,8.0026245,7.2069235,8.90781,6.154515,7.529353,8.16123,8.325885,7.4921756,7.3612576,6.5139875,7.9884124,8.129076,12.766867,6.44598
"PPM1J",8.84251,9.38824,9.151755,8.286165,8.262144,8.651808,8.604236,9.640667,9.2938595,9.358565,8.084492,8.933621,8.15048,9.394095,10.044357,8.887209,8.097606,8.155739,9.532408,9.224482,8.846974,9.8476515,10.005004,9.248115,10.130878,11.886862,9.714219,9.762256,10.532108,9.397176,9.821668,12.166073,9.33254,9.510661,10.415645,8.869409
