"","GSM1301444","GSM1301445","GSM1301446","GSM1301447","GSM1301448","GSM1301449","GSM1301450","GSM1301451","GSM1301452","GSM1301453","GSM1301454","GSM1301455","GSM1301456","GSM1301457","GSM1301458","GSM1301459","GSM1301460","GSM1301461","GSM1301462","GSM1301463","GSM1301464","GSM1301465","GSM1301466","GSM1301467","GSM1301468","GSM1301469","GSM1301470","GSM1301471","GSM1301472","GSM1301473","GSM1301474","GSM1301475","GSM1301476","GSM1301477","GSM1301478","GSM1301479"
"TMEM51",13.330793,13.811167,14.36052,13.573705,13.274094,13.109683,13.110934,13.008784,13.703682,13.430096,13.789211,13.744367,14.897328,13.876991,13.653314,13.467841,14.34417,13.120788,12.252387,12.539215,12.231447,12.983791,12.95044,12.3258,12.314283,11.803923,12.425653,13.15959,12.2189045,12.076481,12.520149,13.486002,12.419744,12.489116,12.186676,12.238803
"TUFT1",12.380428,14.040446,12.932502,13.160927,14.59342,13.488965,13.974336,12.485733,13.993783,13.520366,14.102373,15.300577,11.405613,12.983791,13.186831,14.428492,12.36573,12.2637205,11.016416,11.189135,11.251844,11.254733,11.210418,10.399348,10.445703,11.7488,11.322433,12.984186,11.4127035,11.020754,11.408515,12.732635,10.9115925,11.388644,10.389842,11.026161
"RIBC2",7.7856154,9.797157,8.869191,7.003806,7.6503778,8.250454,8.647892,7.498633,8.0752535,6.2619605,9.964964,8.750493,6.568714,8.387888,8.389926,8.056257,6.922241,7.166306,10.933915,11.125118,12.182777,10.698394,12.864996,8.977745,9.657483,9.852714,11.6521225,11.5529995,9.722816,9.862081,10.000178,8.448591,11.078474,11.949285,10.325394,11.242488
"C13orf30",5.1435018,6.4627404,5.9209146,4.880943,4.9057374,7.4431915,5.007313,7.335344,4.5386333,3.2037113,7.4360104,6.897606,4.2800617,6.4361897,5.4657345,2.6323817,4.8067775,5.286455,7.780499,9.492206,8.7486515,8.3719425,9.221009,7.193113,7.366259,7.0493026,9.337856,8.458983,7.9716263,7.9934306,8.007309,7.125955,8.234749,8.767383,7.56345,8.338253
"FAIM3",10.563768,8.873941,8.1595955,9.772198,8.837434,9.598578,8.732354,10.6671915,8.527833,6.749761,10.495665,9.51189,9.238676,9.599485,8.344219,7.5843983,8.293463,9.682249,11.611648,11.093135,11.845629,12.538888,12.737198,12.061699,12.105702,8.92089,11.078712,10.893193,11.244059,11.642826,11.311883,10.040552,11.779364,11.811829,13.166804,11.813675
"CCDC17",10.321799,11.74314,11.680005,8.940125,9.557115,8.397025,9.214452,8.75578,9.375761,9.003996,11.825672,10.902031,10.425882,9.287822,8.956273,9.916786,10.202121,9.073022,13.493817,13.302465,14.238588,13.053967,15.186511,9.335057,11.687931,12.375391,12.826547,13.639616,12.42652,11.981143,11.632169,11.617198,13.755205,14.818122,12.786741,13.56426
"CDHR3",6.27609653333333,7.5206015,7.6389429,5.27107,6.67084026666667,5.76675956666667,6.20782853333333,5.7641972,5.4198205,6.52445143333333,8.065751,7.4940772,5.99121633333333,6.65128346666667,7.68129766666667,6.2479074,5.7275956,5.8576228,8.8471902,9.13810933333333,9.26453603333333,8.83479666666667,9.16791916666667,6.93278723333333,8.18574813333333,8.79444583333333,9.24415363333333,9.088496,8.21184553333333,8.14524916666667,8.127819,6.74968086666667,9.00282986666667,9.89987953333333,7.62587266666667,8.67602966666667
"BACH2",11.64228,8.947708,7.1875076,9.742282,9.373035,8.85492,8.68375,10.585899,8.848792,8.170414,10.2576475,10.2144,8.694149,9.917086,9.687654,7.119661,8.460212,9.128072,11.877746,11.860323,11.76349,11.996278,11.268685,12.101084,12.043906,9.362308,11.908004,10.864861,11.724142,12.471437,11.941199,10.233474,11.433352,11.817276,12.104431,11.2192
"LRRC43",5.1703706,6.8096323,6.783524,5.3868575,5.689749,5.586793,6.4802356,6.1927643,6.04675,5.2076287,7.1645703,6.589445,5.4926414,5.9736047,6.061409,7.420156,5.9599457,5.6293364,7.9293585,8.416052,8.8759985,8.059518,9.566503,6.056136,6.6493263,7.9477773,8.009976,8.692725,7.4630227,7.480286,7.3527946,7.3132553,8.2645035,9.441505,8.67073,8.190429
"DNAH9",6.847577,9.372556,8.410358,6.2004547,8.6282835,7.872283,8.460212,7.5110216,7.4250464,6.238698,9.2684145,8.700063,5.598316,6.3506985,7.688708,6.8937483,6.975435,6.336046,10.034204,10.882415,11.020397,10.613877,12.272592,6.806044,9.515701,9.9439745,10.715784,10.516842,10.228064,10.183413,9.313228,9.332234,11.081779,11.888281,10.400343,10.513239
"MORN5",7.0850754,9.613908,8.799099,4.1324177,6.923404,4.8966074,7.3609924,3.4821184,6.206924,4.4872103,9.328515,8.770009,3.7794113,4.6851854,4.5461464,5.4886565,7.025173,6.0470247,10.653991,11.547453,11.692997,11.070322,12.827658,5.4909663,9.296652,10.480165,10.980213,11.13522,10.343776,10.448189,10.505147,8.747035,11.555138,12.508638,10.587464,11.238717
"SPATA4",5.6873126,7.4043293,6.9155364,3.4778423,5.402567,4.7631426,5.7294774,3.2812228,4.4283648,3.7647374,6.9984283,6.8516245,4.4785604,5.0716844,5.0785284,4.727489,5.60193,5.111397,8.477354,9.213351,9.565791,8.303833,10.191597,4.3189583,6.979819,9.555221,9.296652,8.429661,7.9120417,8.226171,8.05794,6.724612,8.812385,9.832837,8.368275,8.818575
"TSPAN19",6.2893867,9.160425,7.9032865,2.8200374,5.258091,4.192842,7.1902766,4.7541075,5.1757383,5.6473136,8.84251,8.575058,4.7084103,6.5297866,3.2947977,5.576083,6.382021,5.354348,9.591648,11.488521,11.144968,9.600988,11.342926,5.2187285,8.7562685,10.259828,11.047438,10.19603,10.096239,10.167735,10.296237,8.325145,11.132624,12.099282,9.565592,10.65308
"STAB2",6.4863524,6.0909743,5.4568615,6.9680176,5.7220597,8.144488,5.7149835,7.911043,7.4705734,7.04521,7.2267323,5.307576,6.47161,4.9530416,5.4663877,6.7263184,6.488792,7.7527394,8.39611,9.371099,8.443292,8.527051,10.109539,9.907125,9.75059,8.8096,9.529037,8.332609,9.0339575,6.8011975,10.663837,9.045573,7.539092,7.938204,8.046654,9.465922
"MYO15B",9.855286,9.05419233333333,8.54781196666667,9.513772,8.56410466666667,8.86508166666667,9.02923266666667,10.007695,10.0104063333333,9.834703,9.31713166666667,9.1278035,10.6863566666667,9.119616,9.356492,8.763199,9.258622,9.4378285,10.878552,10.2110355,10.5378623333333,10.907626,11.3650523333333,11.0854893333333,11.084345,9.59471266666667,10.685062,10.6642976666667,10.5339876666667,10.405459,10.4885913333333,11.3797586666667,10.0933886666667,10.4099163333333,10.238265,10.5642641666667
"CCDC37",7.5734315,10.407742,9.178665,5.080394,7.3920135,5.8258862,7.0517235,2.707923,6.381333,2.7593076,9.818293,8.676389,4.612523,2.7954807,2.698912,6.937384,6.736143,5.284373,11.510386,11.855381,12.295056,11.375677,13.106894,6.5684714,9.960243,11.430488,11.606747,11.974743,10.570472,10.167343,10.280332,9.895496,11.822324,12.92912,11.271538,11.195873
"KLRG2",9.95333975,12.466215,9.8971285,10.99007,10.2953325,11.013816,10.95617,9.718691,11.9454955,12.6320365,9.4448825,10.91474425,6.12978135,10.958365,11.33251,11.305184,10.246154,10.04287225,7.50656425,7.3814113,7.80122,8.682635,7.46994635,7.032883,7.4843724,6.06881975,8.334707,9.2138845,8.56455,8.7933345,7.83702775,6.17473125,7.72751735,8.23884,7.01440835,7.9163495
"DYRK3",9.620035,10.7517245,10.2652685,9.43847875,10.356944,9.738888,11.14217925,11.1649,9.743279,9.9873235,9.5558695,10.0532545,10.94134725,9.53639875,10.1994855,10.3579665,10.128264,8.925998,8.4888237,8.9750665,9.00739925,8.990932,9.334265,9.037127,8.68702175,9.092123,8.84661675,8.855823,8.60931,8.5336065,8.8673978,9.327892,9.11005,9.20034,9.02266,8.9087735
"LOC647946",6.314545,6.0359716,7.5013337,6.0958915,4.908268,7.013675,6.9074063,6.6041474,6.824716,8.419194,6.300472,7.38329,5.410344,7.731862,10.495903,6.5011964,6.0100074,5.4557524,3.0940382,4.5297766,4.5337296,5.053791,4.7894645,4.291178,4.7656217,3.962211,4.5198345,5.3247147,4.258505,3.9281054,4.7084103,4.6661816,4.8440027,3.5913286,4.2733803,4.158977
"HOXB13",11.055429,5.1918847,11.441513,7.8000738,11.6857315,11.0972685,11.3931395,11.3398495,11.766098,11.806986,9.106189,11.15920825,6.37303185,10.368861,12.536634,10.7717335,10.9269215,6.68965015,4.6790142,5.00651465,4.8141058,11.4335915,4.3744966,4.3665146,4.47780155,5.8018495,4.4166157,8.7503677,4.45011675,4.81519605,4.79371095,4.6550996,4.85198685,4.49935355,4.9897248,4.97748715
"WDR38",7.4147835,9.059544,8.367422,6.8226733,6.9986753,8.20478,6.799372,6.097253,6.5173287,5.4717736,9.180635,7.7287283,6.467003,6.04795,6.664811,5.9119377,6.8361955,6.609351,10.077884,10.544327,10.966599,10.325854,12.48172,5.8581123,8.841787,9.974755,10.229208,10.146838,9.759246,9.7485695,9.81558,8.713554,10.863093,11.703703,9.666175,10.707064
"SLC27A6",7.416577,7.4597573,5.7614236,7.408292,5.7529316,3.766025,6.172752,8.489276,4.683147,6.379743,8.29264,8.200121,4.069764,6.846688,7.9710684,7.5687366,4.8540826,5.653136,10.306384,10.5049925,10.467715,10.6320915,10.034815,8.69393,9.576176,6.6636267,10.663492,9.645793,10.634327,10.551681,10.990614,9.331547,9.207837,10.0760355,7.7234235,8.594425
"LRRC71",5.7479115,8.003493,7.228711,4.946637,5.3409176,6.870704,5.4582286,4.878315,4.7524676,4.2402697,7.977705,6.7872343,4.714471,3.8490255,4.4997687,5.0446568,5.4045944,5.473043,9.29843,9.029509,9.986453,8.888081,11.452919,4.363629,7.798493,8.545565,9.648238,9.405708,8.622114,8.209202,8.535103,7.626243,9.461682,10.351449,9.124962,9.094775
"DYDC1",2.9056196,5.280029,5.016715,2.7724993,3.9186115,3.6537077,3.834439,3.636557,3.19205,3.172446,5.57222,5.4225717,2.914954,3.0762618,3.797629,3.0054135,3.574653,3.1161728,6.4795923,7.4115105,7.8085256,6.149955,8.33041,3.071641,5.200012,6.186759,7.9780006,7.1309896,5.8351316,6.045327,6.481315,4.579191,6.624941,7.7932215,6.5599813,6.7374434
"GPM6A",6.627664,5.0257764,5.121459,5.8936353,5.192409,4.7545166,5.739964,6.6992807,6.482727,4.89764,7.212158,6.6678987,5.7564645,7.1985826,5.4450355,4.4943285,5.1029696,5.7794404,6.3636513,7.908031,8.740369,7.5832906,7.89557,7.3634663,7.9418902,8.259553,8.15472,7.6868877,8.711581,6.8535995,8.999544,8.134406,6.6485353,7.5140333,9.495806,6.757509
"EFCAB1",6.31266855,9.2431055,8.2737767,4.225387,6.64070775,7.8562765,7.31393835,3.09033925,6.403301,5.19527375,9.0752235,7.788895,2.74472905,3.2848447,6.41608315,6.3794445,6.2812895,5.76965835,10.3834055,11.1134365,11.55003,10.3889525,12.1304445,6.465878,8.73776635,10.0076235,10.736298,11.1929515,9.732225,10.0038775,9.5616025,8.47596525,11.079299,12.15704225,10.3285675,10.6854005
"ADH1C",8.850961,9.543282,9.136513,9.66731,10.95285,9.302259,10.034204,9.936979,7.8510776,6.4748693,14.19176,9.210439,7.13888,7.6954985,7.182875,7.472451,9.102358,9.4456625,12.207089,12.690479,13.770136,12.302497,13.772711,10.297272,11.365722,13.3895035,13.481876,11.365722,12.594171,11.904195,13.286599,12.5920315,11.554135,12.638067,11.869351,12.676777
"C11orf16",7.7735268,9.27160425,8.8375975,6.698541,6.8726258,6.55135565,6.8226855,6.6059085,6.89538075,7.64935425,9.9698238,8.63392325,5.81838235,5.71533175,6.1601998,6.33275065,6.978354,6.50410775,10.202311,10.90400225,11.17013,9.990945,12.059096,7.391237,9.0552306,9.8410315,10.3237035,10.5008145,9.6582167,9.824877,9.3997362,8.25970585,10.1231735,11.7242855,9.572447,10.9421665
"KHDRBS2",6.9009337,2.7772157,3.875109,5.885246,3.8490255,3.4219077,5.064423,6.1045504,4.600795,2.7817705,6.4719257,6.204226,6.4143815,5.941026,4.7524676,2.7667637,3.796188,4.2072463,7.148326,7.3481064,6.7605376,7.713001,6.5964804,7.299587,8.0777235,7.2860327,7.9344482,6.8157563,7.470088,7.7315526,8.087875,6.37867,7.4007607,6.8902454,9.452297,7.3164315
"C1orf194",6.3208084,8.739452,8.6522228,5.15929165,7.1165105,4.02204695,6.87570535,4.05284925,6.2340018,2.6268919,9.0617537,8.0579784,4.90840365,4.6038065,4.11333635,5.4670062,6.382507,5.5265197,10.2096,10.9050745,11.485369,10.39054,11.8904425,5.7037685,8.63948375,10.4834495,10.06486325,10.6822445,9.22354475,9.426497,9.30561925,8.0751145,10.447935,11.744132,10.052921,10.794637
"RFX2",9.61033,10.449035,10.624494,9.129194,9.844962,10.453261,9.209206,9.673661,9.889403,8.255631,10.315073,9.958664,10.5993,9.306678,9.847472,9.917901,9.492206,9.057361,11.2192,11.642826,12.239699,11.490285,13.06065,10.337292,10.69398,12.015387,11.614023,11.693575,10.720279,10.696297,10.92351,10.494652,11.681995,12.699797,10.924832,11.677791
"C6orf118",6.1254797,8.550023,7.705841,4.0760255,6.78089,3.1083643,7.38651,5.2487946,4.8397813,5.9020166,8.685618,7.8686075,2.8035026,4.106906,5.4370766,6.173894,5.7750344,5.568547,9.844542,10.066532,10.86842,9.892619,11.206782,5.46493,8.564065,9.820439,10.183119,10.428301,9.173976,9.545363,8.580584,8.72705,10.533488,11.431776,9.458652,8.846422
"PHYHD1",8.0223493,8.11110185,9.5517485,7.724742,7.1928265,8.9382525,8.053763,8.107898,8.7811092,7.807401,8.36864415,8.10068705,6.8356295,7.1205992,6.78670765,9.17430225,8.0949552,8.4700295,8.9880655,9.542933,9.5172063,9.947721,11.1570575,8.66793015,9.4141202,10.6538595,9.88857575,9.4759142,9.3802653,9.0501987,9.851013,10.719396,9.42647,10.0989805,10.6614155,10.005706
"FLJ23152",5.663893,8.837025,7.5830183,4.199698,5.840637,3.9993782,6.482727,4.350787,4.1835065,4.7379465,8.346058,7.3489447,3.1759698,3.2338052,2.9595003,5.2237267,4.27802,5.174647,9.454832,10.549593,10.886547,9.820214,11.347984,3.910087,8.321877,9.582673,10.319644,10.067981,8.97495,9.418694,9.472923,7.2013702,10.419259,11.437859,9.632881,9.897892
"LOC643037",7.800596,9.9531765,9.2684145,5.3513665,7.106866,5.0196385,7.9905653,5.6233253,6.3214073,2.6174777,9.874122,9.448405,4.7934537,5.0703974,5.0305843,6.201845,7.3010674,6.820738,11.032965,11.934497,12.44502,11.15384,12.979752,6.0912127,9.829647,11.109617,11.861143,11.441328,10.79953,10.833473,10.939192,9.271185,11.857856,12.9266615,10.86842,11.993449
"YSK4",4.6482143,8.232023,7.2860327,3.3999188,5.1909223,4.8434362,5.776775,4.15207,2.688192,2.585252,8.120343,7.0390763,2.6142902,3.8216577,3.7794113,3.861597,5.569781,4.27802,9.031903,9.581725,10.20037,8.699272,10.609847,4.4145436,7.6985765,8.54218,9.5504055,9.696232,8.456532,8.483621,8.547522,6.668154,9.6053,10.572135,8.796576,9.225027
"CLIC6",8.7606535,9.488913,9.183113,8.627361,7.559913,9.365056,9.536988,9.207132,8.607701,8.288971,9.746216,9.42029,5.1791325,7.859741,5.8695493,9.070678,9.095869,10.057106,11.037468,11.576196,12.2109,10.775928,11.951545,9.486797,9.901999,11.105595,11.393893,11.173697,11.016416,10.772762,10.590249,11.016416,11.202193,11.815857,11.108437,10.95611
"DNAI1",6.44482,8.371168,8.073868,5.6563864,6.3711395,5.494003,6.253477,5.177952,5.7130857,4.5515165,8.552936,7.211873,6.320928,5.2187285,4.3918633,5.62575,5.919076,5.590866,9.757702,9.872322,10.720279,9.826229,12.038979,5.8895626,8.413539,9.440524,9.366245,10.2523775,8.749796,8.677449,6.76431,8.283246,10.05161,11.318296,9.241584,10.053792
"ASB14",5.23155,6.319977,5.549574,5.5177946,5.39071,3.0961387,5.0744686,3.9634264,5.2750025,4.2608514,6.003634,5.934617,6.5265694,5.9628534,5.8998356,5.031546,4.992692,4.7102766,7.8142557,7.935968,8.624741,7.7910094,8.504671,7.230794,7.253531,11.593579,7.8665376,8.131594,7.2013702,6.131023,7.105174,6.1924324,7.3091035,8.671494,6.936846,7.372778
"HSPA4L",7.9792438,10.562757,9.535692,9.568388,9.825476,9.44126,10.5243025,9.021237,9.943691,9.890141,11.06428,9.6780815,5.8867497,9.133655,9.4626255,11.57867,9.883588,9.265438,6.297053,7.8785725,7.6699424,7.5207744,7.737211,7.542845,6.442594,7.84308,7.878123,7.7537546,6.8157563,6.9593477,7.515149,7.020494,7.253025,7.5347013,5.645222,7.2618723
"ELL3",12.6779365,10.826081,8.863463,10.100618,9.180882,9.3721825,9.7908875,10.3540635,10.009292,8.6678355,10.709277,11.050617,9.329427,11.0070575,9.736868,9.826171,9.308848,9.9848005,12.4750195,13.1241035,12.186904,12.4113485,11.9570085,14.1655185,13.5845205,10.3185125,12.167178,12.211972,12.4771075,13.8395535,12.315775,10.39482325,12.314199,13.1430455,11.57805525,12.416681
"DYNLRB2",8.7668085,10.808873,10.039878,7.615982,8.297025,6.5322976,9.684684,7.666242,8.250769,6.710948,10.3355875,10.041327,7.381078,8.674215,8.189028,7.70635,8.5652485,7.4524603,11.592042,12.357568,12.873315,11.831896,13.229676,7.645389,10.164305,11.457798,12.006663,11.968141,11.4242,11.514709,10.985579,9.737211,12.340681,13.254357,11.7476,12.094357
"HDGFRP3",11.297702,12.952398,11.953769,12.271677,12.553875,11.875344,12.616272,11.346551,12.296398,12.430193,11.998927,12.045779,10.330311,11.640659,12.048899,11.715999,11.440523,11.287977,10.349232,10.87838,10.556893,10.890154,10.797859,10.733505,10.660738,11.164429,10.695137,10.865654,10.515937,10.484161,11.084825,11.032119,10.829258,10.654546,9.949289,10.710144
"SERP2",10.071972,8.701655,8.093317,9.841212,8.2337265,9.568388,8.764353,9.924067,9.611388,8.018668,8.896217,9.025457,8.644735,9.802865,8.510344,8.441973,9.553828,9.561204,10.190976,10.506101,10.194022,10.6648855,10.8342085,10.634575,10.61004,11.154083,10.172104,9.725551,10.558297,10.516668,10.3695,9.977649,10.054476,10.088727,10.105864,10.48742
"VWA3A",5.282959,6.5198507,6.137351,4.8279357,4.6851854,4.576979,3.967745,3.0167348,4.3498363,4.856778,6.511788,5.725957,4.031484,3.1003933,4.5280414,4.063874,4.246017,4.6657734,7.8278594,7.8609686,8.607463,7.8960466,9.605507,3.847947,6.8925986,7.764213,7.1272893,8.282766,6.9201922,6.3698354,6.3757815,6.771391,7.9233017,9.331337,7.2042947,7.59366
"CXorf41",4.978386,8.084043,7.054467,2.7108371,4.716163,3.4160202,6.3375072,2.7615669,2.994171,2.8351986,7.554653,6.9919257,2.959926,2.8588068,2.7283776,3.5552597,3.3238163,2.8847642,8.580584,9.795216,10.291534,8.752602,10.593262,3.0629067,7.4892087,9.271185,9.509488,9.2565,8.194261,8.720723,8.377801,6.6834784,9.312097,10.397117,8.76462,9.47381
"CCDC164",8.421398,11.066312,9.988462,6.0794473,8.058169,6.691725,8.344219,6.26999,7.9565454,5.026864,11.198088,9.760759,7.4452643,5.2493434,5.830099,7.285004,7.749632,6.91889,11.911698,12.000312,13.250432,12.262442,13.597267,7.1453485,10.087968,11.416224,11.85817,12.292088,11.007953,11.430266,11.299219,10.61004,12.676021,13.546175,11.40014,12.293005
"LYL1",11.62096,9.801511,9.078329,10.462797,9.460964,10.065365,9.407582,11.379023,10.250512,8.420844,10.61065,10.455245,10.335378,10.844838,9.476228,8.478539,9.69095,10.307327,11.832473,11.664475,11.835791,12.776488,12.448317,12.730982,12.739388,10.070373,12.15308,11.784711,12.1195545,12.706019,12.464577,10.414597,12.202905,12.607009,10.978776,12.434143
"PNPLA7",9.1873805,7.4359242,7.92350245,8.22474865,7.8793475,8.4463663,7.86857225,7.9151995,7.93093465,7.4014655,8.2677965,8.3661815,8.3342685,7.9834412,9.213726,8.0022185,8.29690385,8.2894433,9.6037585,8.41251175,8.8903582,9.5770525,9.724869,9.75351875,10.444365,9.587954,9.43534425,8.8066289,9.0608722,9.486408,9.2005215,9.1238335,8.65247835,9.278284,9.2179255,9.4625005
"TTLL10",3.7048678,5.9928927,5.90113,3.492368,5.8723288,3.7637427,5.12599,4.378691,4.807123,5.499503,6.380258,4.4191585,3.064314,6.2958503,4.7581763,4.9968405,5.281036,4.5102186,6.818977,7.2262387,7.9107842,7.5044065,8.538495,5.9961843,6.1033597,6.774102,7.0570784,7.8478866,6.2091093,6.1260047,6.382021,6.6892276,7.6253233,8.835929,6.4324584,7.295294
"CCDC153",8.800274,10.453846,9.793269,8.339584,8.466829,7.604174,10.158523,8.605182,8.855139,8.3719425,10.249074,9.71877,8.862941,7.877035,8.317154,8.753946,8.674215,8.728634,10.971055,11.539042,11.971016,11.283376,12.774283,8.654248,9.832058,10.846076,11.435011,11.494813,10.616275,10.512465,10.581024,9.982081,11.669074,12.528582,10.908719,11.430127
"CCDC81",6.1602736,7.1539392,7.1973352,5.893902,6.114627,4.5515165,6.245015,5.6068754,6.059355,5.719723,7.2597575,6.8343453,5.818964,6.31399,6.5815086,5.512809,6.629901,5.9270635,8.534167,9.000321,9.238228,8.087875,9.758152,6.0843444,7.076811,7.5478563,8.289432,8.775537,7.881519,7.5054626,7.397151,7.1006007,8.001453,9.498571,8.1956215,8.827532
"ASTN1",4.73402355,5.6698668,4.04252495,3.9993614,4.15831625,3.18875205,6.68502325,5.8912075,4.325299,4.3187203,5.2858255,5.5570865,3.96585985,4.7238891,4.29724085,3.3085184,5.469909,4.09200205,7.01970695,6.405422,5.9304465,6.705526,6.7158225,6.37743,5.27812755,5.8219213,6.9150825,6.0627627,7.02045785,6.473224,7.2322515,6.6954765,7.5148728,6.310157,5.7238896,6.4696582
"EBF1",9.7631955,8.20247385,8.5859675,9.00660865,7.8919495,9.3708933,7.986114,9.8286465,9.66688,7.87060765,9.9315755,9.0927405,8.2352362,8.589815,7.6626213,8.95707415,8.5595985,9.2564945,10.4642475,10.6481085,10.427796,10.670344,10.594368,10.978974,10.751468,11.616153,10.755736,9.9331315,10.43118025,10.8516405,10.668855,10.2867695,10.229103,10.24195625,8.2618965,10.4682815
"RSPH4A",6.7524502,8.2907695,7.7871087,5.970454,6.7970125,5.7393322,6.97563055,6.0003525,6.33057825,6.1840515,8.5028985,7.859812,5.54188265,6.30156735,7.38785735,6.4325335,6.88018345,6.525084,9.2279045,9.938369,10.4192885,8.8965435,10.4701,6.3627682,7.795782,9.066582,9.4374965,9.670086,8.55201665,8.72743525,8.598026,7.8012477,9.8812035,10.858121,8.914787,9.3594565
"TREM2",8.9425285,9.763397,9.30811375,11.0188435,7.9392595,8.836468,8.513832,9.7893155,9.2509195,10.74385,9.2389955,9.151108,10.713837,9.60492975,9.04252675,8.2954125,10.0919855,10.6474395,5.5539034,6.480259,6.2068672,9.518404,8.82302,7.8875655,7.121825,6.3457083,7.59121155,7.89008325,6.633438,5.4739839,7.4479438,7.994421,6.474556,7.3449982,7.715328,7.14917445
"CR2",11.7423415,10.8104315,9.3552685,10.7811365,9.9738115,9.634329,9.221313,11.0839905,8.98340575,10.0665485,10.577931,10.232414,9.22649875,10.886115,8.6653333,8.3537805,9.1740885,10.8621965,12.2112325,12.611366,11.859463,11.1564795,11.69629,11.89659525,12.04116525,9.911145,11.8433815,11.7122615,12.274621,12.41046075,12.69119375,11.7128625,12.102461,12.3024815,11.4404255,13.1089485
"C3orf32",6.5988035,9.050684,7.69625,7.244615,5.8695493,7.7858257,6.6165156,8.475512,6.923404,8.479636,7.8366537,7.777761,6.2312284,5.318396,6.580204,8.33139,8.164245,8.074263,10.232546,8.762516,10.090707,11.279697,10.911804,8.376265,8.967338,9.744767,9.09668,8.622792,8.7918,9.803104,9.424049,10.719866,8.479636,11.205351,10.893431,11.136676
"LOC100507254",7.20816985,4.4702646,4.95761135,4.47683095,3.90692855,4.31250665,4.72096595,5.5973015,6.1981245,4.55836275,5.95227455,4.38229525,4.45274625,5.1009848,4.79556895,5.2586079,4.0594629,5.29087985,9.712114,8.25431,8.12716025,8.13502985,6.959538,9.2280165,9.7384655,5.29598155,7.55337685,7.5963025,8.8094665,8.6878855,8.793739,4.99465315,8.364232,8.99831435,4.4856485,9.4945485
"LOC100505592",6.162146,7.0596085,7.3045735,5.7453766,6.0153437,6.1482615,7.513783,6.5448112,9.044284,8.465181,6.2031336,7.228711,9.978374,6.7229657,7.462223,7.8843217,7.7602577,7.562921,4.5337296,4.6920853,5.911323,4.5623183,6.906802,5.553419,5.3300953,5.0744686,4.6527095,5.5776815,5.1284375,4.3104506,5.616727,3.8643491,4.6806436,4.7076244,5.408618,4.9100513
"SRD5A2",6.309433,8.074081,7.3180184,4.7784333,5.4915805,6.5943704,6.0068536,7.4759965,5.293625,5.054489,7.1979203,7.0778933,3.578582,5.7244725,5.9139423,4.8841457,5.822474,6.4783726,8.954279,9.470537,10.295197,8.828518,10.370793,5.398168,7.7191377,8.421626,8.662441,9.955138,8.324655,8.394599,8.439043,7.5097265,9.422388,10.480165,8.583385,9.453889
"STOML3",4.862428,7.767042,7.4188423,4.450325,5.399383,2.6037874,5.5854573,5.701362,5.0899634,4.966639,6.9559455,7.0908947,4.7323823,5.4969583,4.7379465,4.4977055,5.855566,5.119856,8.102609,9.210617,9.786835,9.055291,10.145571,4.693365,7.3386493,8.457305,8.60151,8.405845,8.117494,8.354726,7.5537014,6.8267455,8.672298,10.18792,8.621196,8.979906
"RBBP8",12.564371,12.953048,13.246073,12.612078,12.906348,12.580867,13.480359,11.820777,11.256788,13.994983,11.888827,12.980114,11.588981,13.057451,14.129464,12.658784,12.198333,11.982612,10.528712,11.288432,10.791461,11.471115,10.656706,11.803923,11.23233,10.531638,11.319359,11.458551,10.746923,11.227849,11.053371,11.70467,10.838872,10.835419,12.204078,10.843368
"TPO",4.4609404,7.597356,6.2625966,6.8073387,7.4098163,8.000547,7.1645703,7.965796,6.846992,3.9155362,7.454559,8.599728,2.7767823,5.8986764,6.435532,6.383204,7.905049,7.6912255,9.350461,9.552866,9.854707,10.276015,10.9656925,9.407379,9.916564,11.459703,9.875284,9.746691,9.161679,8.779768,9.518241,10.682341,9.340947,10.050686,6.573817,9.570746
"CX3CR1",10.460488,10.357296,11.373522,9.8707905,10.67527,11.155351,11.399852,10.928443,10.988515,8.501006,10.708299,11.177858,11.811534,11.058779,11.350849,10.490071,10.812977,11.1508255,11.825956,12.950019,12.406157,13.310341,12.540797,12.433151,12.992561,12.446663,11.872196,13.004658,12.737589,12.8715725,12.148381,11.910028,13.245662,12.481325,10.433622,12.313941
"KIF6",4.51401156666667,4.78902093333333,5.6990023,3.33057993333333,2.8016552,4.09222643333333,4.47092586666667,5.4149805,3.60532036666667,3.3118735,5.79512843333333,4.62091236666667,3.1775354,2.9890893,3.6604422,3.97067266666667,4.23570866666667,3.73619753333333,6.19775,7.17355846666667,7.13792153333333,6.52779296666667,7.8717921,3.56915206666667,5.49644983333333,6.56959966666667,6.60144546666667,6.70905883333333,6.15415766666667,6.0275411,5.8894604,5.0450638,7.12537083333333,8.10677266666667,5.99127433333333,6.67338896666667
"C16orf71",7.3820972,8.959806,8.7684965,7.030922,7.03649,7.091681,7.640115,6.776854,6.9160447,6.781646,9.028321,8.363886,6.3980083,6.3987017,7.4371834,6.7117143,6.962489,6.7811484,10.297272,10.024043,11.292754,10.186703,12.857253,6.1797605,8.989424,10.4423275,10.009867,10.248862,9.464968,9.322854,9.2565,8.688131,11.075811,11.792998,10.186478,10.586418
